id,palabra,word,alegria_m,alegria_sd,ira_m,ira_sd,tristeza_m,tristeza_sd,miedo_m,miedo_sd,asco_m,asco_sd,categoria_palabradecimal
262,"bicicleta","bicycle",3.03,1.40,1.03,0.18,1.03,0.18,1.17,0.46,1.03,0.18,1
263,"billete","bill",3.63,1.40,1.33,0.84,1.33,0.66,1.23,0.63,1.23,0.68,1
264,"billetera","wallet",2.50,1.25,1.57,1.25,1.50,1.01,1.67,1.09,1.57,1.22,1
265,"bisonte","buffalo",1.71,1.08,1.64,0.99,1.68,1.06,2.93,1.25,1.46,0.88,1
266,"bisturí","scalpel",1.13,0.43,1.53,1.20,2.20,1.35,3.40,1.25,2.03,1.45,1
267,"blanco","white",2.87,1.36,1.17,0.46,1.23,0.57,1.17,0.46,1.10,0.40,3
268,"blasfemia","blasphemy",1.08,0.27,2.92,1.60,2.42,1.47,1.77,1.27,2.35,1.57,1
269,"blusa","blouse",2.33,1.27,1.00,0.00,1.07,0.25,1.07,0.25,1.13,0.35,1
270,"boda","wedding",4.13,1.07,1.10,0.31,1.57,1.17,1.93,1.08,1.17,0.53,1
271,"bodega","cellar",1.50,0.82,1.13,0.51,1.27,0.74,1.47,1.01,1.43,0.94,1
272,"bofetada","slap",1.20,0.61,4.10,1.21,3.03,1.33,3.10,1.30,2.70,1.39,1
273,"bolígrafo","pen",1.60,1.07,1.07,0.25,1.00,0.00,1.00,0.00,1.03,0.18,1
274,"bolsa","bag",1.27,0.74,1.13,0.43,1.10,0.31,1.10,0.55,1.23,0.77,1
275,"bolsillo","pocket",1.17,0.46,1.17,0.53,1.17,0.59,1.20,0.81,1.07,0.25,1
276,"bolso","bag",2.67,1.60,1.17,0.53,1.20,0.48,1.33,0.80,1.23,0.63,1
277,"bomba","bomb",1.10,0.40,3.37,1.43,3.37,1.33,4.50,0.97,2.20,1.42,1
278,"bombardeo","bombardment",1.03,0.18,3.60,1.25,4.13,1.01,4.10,1.09,2.97,1.43,1
279,"bombero","firefighter",2.70,1.15,1.27,0.78,1.67,1.03,1.73,1.08,1.10,0.40,1
280,"bombilla","lightbulb",1.73,0.91,1.07,0.37,1.10,0.40,1.27,0.58,1.07,0.37,1
281,"bondad","goodness",4.10,1.06,1.27,0.52,1.27,0.52,1.43,0.77,1.20,0.61,1
282,"borde","edge",1.00,0.00,2.83,1.42,1.83,1.12,1.60,1.04,1.63,1.00,1
283,"borracho","drunk",1.87,1.31,1.77,1.10,2.67,1.37,2.23,1.07,2.53,1.22,1
284,"bota","boot",1.63,1.10,1.17,0.53,1.07,0.37,1.07,0.37,1.20,0.61,1
285,"bote","pot",2.55,1.57,1.28,0.65,1.28,0.70,1.55,0.91,1.34,0.77,1
286,"botella","bottle",1.70,0.88,1.33,0.61,1.63,0.81,1.47,0.82,1.37,0.61,1
287,"botín","swag",3.07,1.48,1.43,0.77,1.23,0.50,1.63,1.00,1.17,0.46,1
288,"boxeador","boxer",1.37,0.93,2.33,1.42,1.93,1.17,2.57,1.41,1.60,0.93,1
289,"brazalete","bracelet",2.53,1.31,1.17,0.46,1.23,0.68,1.17,0.46,1.07,0.25,1
290,"brazo","arm",1.47,0.86,1.07,0.37,1.10,0.40,1.17,0.46,1.07,0.37,1
291,"brevedad","brevity",1.90,0.92,1.73,0.83,2.73,1.26,2.20,1.30,1.30,0.60,1
292,"brillante","bright",3.63,1.30,1.30,0.75,1.17,0.59,1.40,0.89,1.13,0.43,1
293,"brío","zest",2.50,1.43,1.40,0.82,1.10,0.31,1.25,0.72,1.25,0.72,1
294,"brisa","breeze",3.33,1.06,1.13,0.43,1.60,0.93,1.27,0.74,1.13,0.43,1
295,"bruja","witch",1.87,1.28,1.50,0.94,1.33,0.71,1.97,1.27,1.40,0.89,1
296,"brújula","compass",2.10,1.18,1.17,0.53,1.20,0.48,1.37,0.76,1.13,0.43,1
297,"brutal","brutal",1.87,1.22,2.37,1.38,1.90,1.18,2.83,1.39,1.53,1.04,1
298,"brutalidad","brutality",1.17,0.59,3.77,1.36,3.40,1.48,3.43,1.25,3.20,1.47,1
299,"buceador","diver",2.33,1.37,1.03,0.18,1.10,0.31,1.70,1.21,1.10,0.40,1
300,"bueno","good",4.03,1.03,1.07,0.25,1.13,0.43,1.10,0.40,1.03,0.18,1
301,"buey","ox",1.67,0.96,1.37,0.89,1.27,0.69,2.33,1.27,1.37,0.72,1
302,"búfalo","buffalo",1.80,1.13,1.77,1.22,1.33,0.76,3.13,1.17,1.43,0.68,1
303,"bufanda","scarf",2.10,1.21,1.17,0.53,1.30,0.70,1.20,0.55,1.20,0.55,1
304,"búho","owl",2.60,1.35,1.07,0.25,1.23,0.63,1.80,1.06,1.30,0.70,1
305,"buitre","vulture",1.37,1.00,1.53,1.04,1.53,1.17,2.90,1.42,2.53,1.59,1
306,"bulto","lump",1.13,0.57,1.43,0.90,1.77,1.14,2.67,1.52,1.80,1.03,1
307,"burla","ridicule",1.30,0.65,3.30,1.09,2.70,1.18,2.27,1.17,2.67,1.15,1
308,"burro","donkey",2.33,1.35,1.13,0.43,1.60,0.97,1.57,0.97,1.37,0.61,3
309,"butaca","armchair",2.53,1.22,1.13,0.57,1.53,0.90,1.23,0.50,1.27,0.69,1
310,"buzón","mailbox",1.70,1.12,1.23,0.63,1.20,0.61,1.37,0.76,1.23,0.82,1
311,"caballero","knight",2.47,1.28,1.20,0.55,1.07,0.25,1.23,0.57,1.23,0.50,1
312,"caballo","horse",3.43,1.36,1.10,0.40,1.10,0.40,1.30,0.60,1.13,0.51,1
313,"cabello","hair",2.50,1.48,1.33,0.80,1.23,0.57,1.27,0.69,1.50,0.82,1
314,"cable","cord",1.07,0.25,1.03,0.18,1.10,0.31,1.93,1.17,1.03,0.18,1
315,"cachondeo","joke",3.87,1.41,1.37,0.89,1.37,1.00,1.30,0.75,1.47,0.97,1
316,"cadáver","corpse",1.07,0.25,1.67,1.15,3.53,1.41,3.27,1.57,3.47,1.48,1
317,"cadena","chain",1.23,0.77,2.57,1.57,2.87,1.46,3.10,1.65,1.90,1.35,1
318,"caída","fall",1.17,0.59,2.50,1.28,3.03,1.25,3.00,1.23,1.23,0.57,1
319,"caimán","alligator",1.33,0.66,1.70,1.12,1.43,0.97,3.67,1.27,2.00,1.23,1
320,"caja","box",1.93,1.14,1.20,0.55,1.30,0.70,1.70,1.02,1.27,0.64,1
321,"calcetín","sock",1.90,1.32,1.13,0.51,1.20,0.55,1.10,0.40,1.90,1.12,1
322,"calculadora","calculator",1.70,0.95,1.20,0.48,1.20,0.61,1.30,0.65,1.33,0.80,1
323,"cálculo","calculation",1.47,0.82,1.80,1.19,1.60,0.93,1.97,1.03,1.70,1.09,1
324,"calefacción","heating",3.03,1.22,1.07,0.25,1.20,0.48,1.13,0.43,1.00,0.00,1
325,"calidad","quality",3.83,0.99,1.07,0.25,1.17,0.59,1.07,0.25,1.03,0.18,1
326,"callado","quiet",1.53,0.86,1.60,1.04,2.70,1.39,2.03,1.30,1.20,0.48,1
327,"calle","street",2.20,1.27,1.07,0.37,1.13,0.43,1.97,1.16,1.37,0.76,1
328,"callejón","alley",1.20,0.55,1.30,0.70,1.97,1.22,3.07,1.36,1.87,1.14,1
329,"calmar","soothe",2.27,1.23,1.30,0.70,1.33,0.66,1.20,0.48,1.03,0.18,2
330,"calor","warmth",3.57,1.14,1.60,0.97,1.27,0.64,1.23,0.57,1.47,0.90,1
331,"calvario","calvary",1.47,0.90,2.70,1.60,3.40,1.40,3.27,1.48,2.10,1.27,1
332,"calzoncillos","underpants",1.50,0.94,1.07,0.37,1.27,0.83,1.10,0.40,2.20,1.06,1
333,"cama","bed",4.57,0.73,1.07,0.37,1.40,0.77,1.27,0.64,1.13,0.43,1
334,"camaleón","chameleon",2.73,1.48,1.00,0.00,1.13,0.35,1.20,0.76,1.20,0.48,1
335,"camarera","waitress",2.17,1.12,1.20,0.55,1.37,0.67,1.33,0.71,1.17,0.46,1
336,"camarero","waiter",2.40,1.28,1.33,0.84,1.27,0.64,1.20,0.55,1.17,0.53,1
337,"cambio","exchange",2.70,1.32,1.57,1.10,2.13,1.17,2.90,1.27,1.40,0.86,1
338,"camello","camel",2.33,1.37,1.00,0.00,1.03,0.18,1.40,0.77,1.30,0.65,1
339,"camión","truck",1.40,0.67,1.30,0.79,1.33,0.92,1.93,0.94,1.33,0.66,1
340,"camionero","truck driver",1.30,0.60,1.13,0.43,1.27,0.58,1.23,0.63,1.33,0.61,1
341,"camisa","shirt",2.20,1.27,1.07,0.25,1.17,0.46,1.03,0.18,1.03,0.18,1
342,"camiseta","t-shirt",1.83,1.29,1.00,0.00,1.03,0.18,1.00,0.00,1.00,0.00,1
343,"camisón","nightgown",1.87,1.01,1.07,0.25,1.50,0.82,1.50,1.07,1.30,0.84,1
344,"campamento","camp",3.63,1.35,1.20,0.76,1.47,0.86,1.47,0.78,1.27,0.69,1
345,"campaña","campaign",1.60,1.04,1.27,0.78,1.20,0.66,1.30,0.65,1.23,0.68,1
346,"campeón","champ",4.57,0.86,1.07,0.25,1.27,0.83,1.17,0.46,1.07,0.25,1
347,"campeona","champion",4.00,1.29,1.00,0.00,1.03,0.18,1.03,0.18,1.03,0.18,1
348,"campeonato","championship",3.30,1.26,1.33,0.66,1.27,0.58,1.90,1.24,1.00,0.00,1
349,"campesino","peasant",2.40,1.33,1.20,0.61,1.63,0.85,1.37,0.85,1.23,0.68,1
350,"campo","field",3.73,1.31,1.03,0.18,1.20,0.55,1.50,0.90,1.40,0.86,1
351,"canario","canary",2.93,1.23,1.07,0.37,1.10,0.40,1.10,0.40,1.03,0.18,3
352,"cáncer","cancer",1.03,0.18,3.67,1.54,4.63,0.72,4.80,0.55,2.30,1.60,1
353,"candado","padlock",1.47,0.86,1.90,1.06,2.03,1.22,2.40,1.10,1.27,0.58,1
354,"candidata","candidate",2.60,1.28,1.27,0.64,1.50,0.94,1.93,1.01,1.20,0.55,1
355,"candidato","candidate",2.20,1.13,1.40,0.72,1.37,0.81,2.00,1.14,1.47,0.86,1
356,"cangrejo","crab",2.37,1.19,1.27,0.64,1.30,0.65,1.97,1.13,1.70,0.95,1
357,"canguro","kangaroo",3.23,1.30,1.10,0.31,1.13,0.35,1.97,1.10,1.17,0.38,1
358,"cansado","weary",1.13,0.35,1.47,0.90,2.67,1.24,1.23,0.50,1.30,0.70,1
359,"cantante","singer",3.43,0.94,1.10,0.40,1.40,0.67,1.13,0.57,1.17,0.53,1
360,"cantidad","amount",2.63,1.45,1.30,0.65,1.30,0.60,1.60,0.77,1.37,0.72,1
361,"cantimplora","canteen",2.47,1.14,1.23,0.57,1.23,0.57,1.23,0.63,1.47,0.73,1
362,"caña","cane",2.03,1.13,1.20,0.61,1.17,0.59,1.20,0.55,1.30,0.60,1
363,"cañón","cannon",1.27,0.78,3.17,1.53,2.53,1.36,3.30,1.24,1.70,1.12,1
364,"caos","chaos",1.50,0.97,3.17,1.56,2.67,1.40,3.27,1.44,1.93,1.28,1
365,"capacidad","capacity",2.90,1.47,1.20,0.61,1.13,0.57,1.13,0.35,1.07,0.25,1
366,"capaz","capable",3.97,1.00,1.20,0.66,1.10,0.31,1.37,0.56,1.07,0.25,3
367,"capilla","chapel",1.33,0.76,1.60,1.30,1.67,1.03,1.60,0.97,1.50,1.14,1
368,"capital","capital",2.53,1.50,1.30,0.75,1.33,0.84,1.77,1.14,1.27,0.83,1
369,"capitán","captain",2.10,1.24,1.20,0.55,1.23,0.63,1.30,0.53,1.03,0.18,1
370,"capricho","infatuation",3.17,1.49,1.60,1.00,1.27,0.69,1.10,0.40,1.33,0.76,1
371,"cara","face",3.03,1.27,1.83,1.18,1.83,1.26,1.87,1.17,1.77,1.19,1
372,"caracol","snail",1.83,1.12,1.20,0.76,1.17,0.53,1.20,0.55,2.60,1.43,1
373,"caramelo","candy",3.50,1.20,1.03,0.18,1.07,0.37,1.07,0.25,1.20,0.48,1
374,"cárcel","jail",1.13,0.43,2.60,1.30,3.47,1.28,3.47,1.38,2.10,1.27,1
375,"carcelero","jailer",1.13,0.43,2.20,1.13,2.57,1.30,2.93,1.23,1.90,1.12,1
376,"cardenal","cardinal",1.17,0.53,2.23,1.38,1.90,1.27,1.63,0.96,2.27,1.31,1
377,"carga","load",1.07,0.25,2.07,1.41,2.67,1.37,2.17,1.23,1.73,1.17,1
378,"caricia","caress",4.53,0.86,1.20,0.76,1.40,0.62,1.23,0.57,1.10,0.31,1
379,"caridad","charity",3.33,1.37,1.37,0.93,2.23,1.17,1.27,0.52,1.20,0.66,1
380,"cariño","love",4.13,1.11,1.33,0.84,1.50,0.86,1.90,1.09,1.17,0.59,1
381,"cariñoso","cuddle",4.57,0.50,1.03,0.18,1.10,0.31,1.07,0.25,1.07,0.37,1
382,"carmín","carmine",2.47,1.25,1.10,0.40,1.27,0.64,1.10,0.40,1.27,0.64,1
383,"carnicería","butchery",1.30,0.65,1.93,1.46,2.27,1.66,1.80,1.24,2.97,1.47,1
384,"carnicero","butcher",1.40,0.72,1.00,0.00,1.10,0.31,1.33,0.66,1.40,0.77,1
385,"carpeta","folder",1.23,0.57,1.07,0.37,1.07,0.37,1.07,0.37,1.07,0.37,1
386,"carpintero","carpenter",1.83,1.21,1.07,0.25,1.23,0.57,1.07,0.25,1.00,0.00,1
387,"carretera","highway",2.00,1.14,1.20,0.55,1.30,0.75,1.87,1.28,1.13,0.43,1
388,"carro","wagon",1.33,0.76,1.17,0.53,1.27,0.64,1.23,0.68,1.20,0.55,1
389,"carroña","carcass",1.17,0.76,1.45,0.87,1.41,0.73,1.45,0.83,3.48,1.48,1
390,"carta","letter",2.57,1.45,1.37,0.96,1.97,1.27,1.67,1.12,1.10,0.31,1
391,"cartel","poster",1.63,1.10,1.17,0.53,1.13,0.43,1.20,0.55,1.27,0.64,1
392,"cartera","wallet",2.23,1.07,1.23,0.57,1.43,0.90,1.50,0.97,1.20,0.66,1
393,"carterista","pickpocket",1.10,0.55,3.30,1.39,2.63,1.19,3.17,1.15,2.63,1.40,1
394,"casa","house",3.77,1.04,1.23,0.63,1.33,0.80,1.23,0.57,1.17,0.53,1
395,"casaca","coat",1.50,0.89,1.31,0.79,1.44,1.09,1.50,1.03,1.19,0.40,1
396,"cascada","waterfall",3.27,1.31,1.03,0.18,1.07,0.25,1.53,0.90,1.03,0.18,1
397,"casco","helmet",1.80,1.19,1.27,0.74,1.17,0.53,1.80,1.10,1.07,0.37,1
398,"caseta","stand",1.90,1.09,1.00,0.00,1.17,0.46,1.23,0.50,1.03,0.18,1
399,"casino","casino",2.63,1.13,1.67,1.12,1.63,1.13,1.87,1.31,1.30,0.84,1
400,"casita","cottage",2.90,1.37,1.10,0.40,1.10,0.40,1.17,0.38,1.10,0.40,1
401,"castidad","chastity",1.27,0.58,1.87,1.36,2.63,1.54,2.23,1.55,1.93,1.36,1
402,"castigo","punishment",1.03,0.18,3.87,1.17,3.83,1.21,3.83,1.29,2.47,1.53,1
403,"castillo","castle",2.47,1.36,1.27,0.83,1.20,0.61,1.57,0.77,1.00,0.00,1
404,"casualidad","chance",3.50,1.14,1.27,0.69,1.40,0.89,2.03,1.03,1.23,0.63,1
405,"catálogo","catalog",2.03,1.00,1.13,0.43,1.17,0.46,1.07,0.25,1.10,0.40,1
406,"cateto","hick",1.27,0.64,1.63,0.89,1.70,0.99,1.13,0.35,1.37,0.76,1
407,"caudal","flow",1.89,1.01,1.15,0.36,1.52,1.16,1.70,1.07,1.19,0.48,1
408,"cazador","hunter",1.23,0.82,3.20,1.47,2.83,1.39,2.57,1.17,2.53,1.50,1
409,"cazadora","jacket",1.87,1.20,2.23,1.22,1.93,1.23,1.80,1.13,2.10,1.32,1
410,"cebolla","onion",1.63,1.13,1.27,0.78,1.33,0.61,1.07,0.25,1.73,1.23,1
411,"cebra","zebra",2.97,1.25,1.03,0.18,1.13,0.43,1.47,0.78,1.10,0.31,1
412,"celador","warden",1.25,0.55,1.60,0.99,2.00,1.08,2.10,1.25,1.60,1.14,1
413,"celadora","warden",1.40,0.94,1.60,1.14,2.05,1.10,1.95,1.05,1.55,0.76,1
414,"celo","zeal",1.40,0.81,1.90,1.52,1.87,1.41,1.80,1.35,1.90,1.27,1
415,"celos","jealousy",1.27,0.64,3.30,1.47,3.13,1.46,3.20,1.35,2.07,1.41,1
416,"célula","cell",1.50,0.86,1.07,0.37,1.07,0.37,1.10,0.40,1.10,0.40,1
417,"cementerio","cemetery",1.13,0.35,1.63,1.10,4.23,1.10,3.07,1.28,1.33,0.66,1
418,"cemento","cement",1.20,0.61,1.47,1.17,1.50,1.07,1.30,0.70,1.43,0.73,1
419,"cena","dinner",3.43,1.17,1.17,0.46,1.30,0.65,1.33,0.76,1.17,0.46,1
420,"cenicero","ashtray",1.30,0.84,1.60,1.04,1.87,1.38,1.57,1.17,3.30,1.44,1
421,"ceniza","ash",1.27,0.58,1.73,0.98,2.57,1.25,1.80,1.13,2.10,1.18,1
422,"centímetro","centimeter",1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1
423,"centuria","century",1.39,0.78,1.44,0.86,1.28,0.46,1.44,0.70,1.11,0.32,1
424,"cepillo","brush",1.33,0.76,1.03,0.18,1.10,0.40,1.07,0.37,1.73,0.91,1
425,"cerdo","pig",1.57,1.04,1.10,0.40,1.37,0.89,1.37,0.67,2.47,1.33,1
426,"cerilla","match",1.47,0.90,1.20,0.55,1.13,0.43,2.00,1.05,1.07,0.37,1
427,"certeza","certainty",3.10,1.30,1.33,0.80,1.47,1.07,1.80,1.13,1.17,0.65,1
428,"cerveza","beer",3.33,1.24,1.37,0.85,1.27,0.78,1.30,0.79,1.90,1.24,1
429,"césped","lawn",3.20,1.32,1.03,0.18,1.20,0.41,1.03,0.18,1.30,0.53,1
430,"cesta","basket",2.00,1.34,1.07,0.37,1.10,0.40,1.10,0.40,1.07,0.37,1
431,"chacal","jackal",1.65,0.93,1.39,0.78,1.26,0.75,2.43,1.16,1.35,0.65,1
432,"chaleco","vest",1.50,1.04,1.07,0.25,1.07,0.37,1.27,0.91,1.03,0.18,1
433,"chalet","chalet",3.57,1.33,1.30,0.88,1.37,0.81,1.67,1.09,1.43,0.90,1
434,"champán","champagne",3.23,1.17,1.20,0.55,1.13,0.43,1.27,0.58,1.83,1.02,1
435,"champiñón","mushroom",1.90,1.35,1.07,0.37,1.10,0.40,1.13,0.51,1.53,1.14,1
436,"chándal","tracksuit",2.37,1.07,1.20,0.61,1.23,0.77,1.07,0.37,1.40,0.93,1
437,"chantaje","blackmail",1.07,0.26,3.93,1.28,2.79,1.42,2.79,1.63,3.00,1.63,1
438,"chantajista","blackmailer",1.30,0.84,4.00,1.34,2.73,1.46,3.33,1.35,3.40,1.61,1
439,"chaqueta","jacket",1.90,1.27,1.00,0.00,1.10,0.40,1.03,0.18,1.03,0.18,1
440,"cheque","paycheck",3.33,1.47,1.10,0.40,1.17,0.59,1.03,0.18,1.20,0.81,1
441,"chica","girl",2.97,1.48,1.28,0.65,1.34,0.81,1.34,0.81,1.24,0.64,1
442,"chico","boy",2.80,1.30,1.27,0.69,1.17,0.53,1.20,0.61,1.13,0.43,1
443,"chiflado","madman",1.50,1.01,1.33,0.80,1.97,1.30,2.47,1.38,1.20,0.66,1
444,"chillido","shriek",1.87,1.38,2.80,1.35,1.93,1.26,3.33,1.18,1.67,1.32,1
445,"chimpancé","chimpanzee",3.27,1.39,1.10,0.31,1.63,1.03,2.10,1.24,1.43,0.73,1
446,"china","china",2.07,1.14,1.43,0.90,1.47,0.78,1.50,0.97,1.20,0.76,1
447,"chinche","bedbug",1.07,0.37,1.62,1.01,1.17,0.54,2.24,1.24,3.41,1.32,1
448,"chincheta","tack",1.20,0.55,1.60,0.86,1.23,0.63,1.97,1.03,1.27,0.64,1
449,"chiste","joke",4.07,1.01,1.10,0.31,1.20,0.76,1.20,0.48,1.20,0.41,1
450,"chocolate","chocolate",4.17,0.91,1.30,0.70,1.47,0.86,1.37,0.76,1.23,0.77,1
451,"chófer","driver",2.27,1.26,1.20,0.55,1.23,0.77,1.20,0.48,1.07,0.37,1
452,"choque","crash",1.17,0.59,2.53,1.20,3.13,1.25,3.60,1.22,1.73,1.01,1
453,"chorizo","chorizo",2.30,1.24,1.17,0.46,1.10,0.31,1.10,0.40,1.67,1.03,1
454,"cicatriz","scar",1.25,0.70,2.21,1.34,2.50,1.32,2.18,1.39,2.50,1.26,1
455,"ciclo","cycle",2.00,1.31,1.20,0.55,1.57,1.01,1.30,0.65,1.10,0.40,1
456,"ciclón","cyclone",1.07,0.25,1.83,1.23,2.73,1.48,3.93,1.39,1.37,0.81,1
457,"ciego","blind",1.10,0.31,1.60,1.13,3.63,1.27,2.07,1.55,1.10,0.55,3
458,"cielo","heaven",4.07,0.91,1.03,0.18,1.93,1.20,1.97,1.25,1.00,0.00,1
459,"ciempiés","roach",1.47,0.97,1.27,0.64,1.07,0.37,1.80,1.06,3.23,1.19,1
460,"cieno","slime",1.36,0.93,1.57,0.94,1.57,0.94,2.21,1.58,3.71,1.49,1
461,"científica","scientific",2.53,1.43,1.30,0.65,1.20,0.48,1.83,1.15,1.33,0.84,1
462,"científico","scientist",3.40,1.61,1.37,0.96,1.37,0.89,1.27,0.64,1.20,0.81,3
463,"ciervo","deer",2.67,1.30,1.10,0.40,1.20,0.48,1.83,1.18,1.17,0.46,1
464,"cigarrillo","cigarette",1.83,1.21,2.60,1.54,2.83,1.58,2.77,1.43,3.53,1.63,1
465,"cigüeña","stork",2.83,1.34,1.10,0.55,1.17,0.46,1.47,0.94,1.33,0.76,1
466,"cinturón","belt",1.80,1.16,2.07,1.26,1.40,0.67,1.90,1.03,1.53,0.82,1
467,"circo","circus",3.20,1.52,1.23,0.63,1.93,1.36,1.40,0.81,1.60,1.22,1
468,"circulación","circulation",1.47,0.73,1.33,0.61,1.20,0.55,1.47,0.94,1.47,0.73,1
469,"círculo","circle",1.63,1.07,1.30,0.65,1.30,0.65,1.30,0.65,1.27,0.64,1
470,"cirujano","surgeon",2.10,1.27,1.33,0.80,1.77,1.01,3.03,1.30,1.90,1.24,1
471,"cisne","swan",3.03,1.10,1.10,0.55,1.23,0.77,1.37,0.81,1.03,0.18,1
472,"ciudad","city",2.50,1.38,1.57,0.97,1.63,0.96,1.70,0.95,1.43,0.90,1
473,"civilización","civilization",2.77,1.25,1.60,1.04,1.53,0.82,1.60,0.81,1.63,1.00,1
474,"cliente","customer",3.33,1.58,1.33,0.76,1.07,0.25,1.37,0.76,1.13,0.57,1
475,"clima","climate",2.53,1.14,1.70,1.02,2.00,1.11,1.93,1.28,1.63,1.07,1
476,"cobarde","coward",1.10,0.40,2.40,1.45,2.73,1.28,2.00,1.14,1.93,1.31,1
477,"cocaína","cocaine",1.03,0.18,2.70,1.53,3.00,1.53,3.50,1.33,3.70,1.21,1
478,"coche","car",2.87,1.38,1.40,0.93,1.23,0.68,1.83,1.18,1.17,0.46,1
479,"cochinilla","cochineal",1.61,0.99,1.07,0.38,1.21,0.57,1.18,0.48,2.21,1.26,1
480,"cocina","cuisine",2.30,1.24,1.07,0.37,1.03,0.18,1.23,0.73,1.17,0.59,1
481,"cocinero","cook",2.67,1.27,1.10,0.40,1.17,0.53,1.13,0.43,1.13,0.43,1
482,"coco","coconut",3.03,1.52,1.23,0.63,1.20,0.55,1.23,0.57,1.70,1.24,1
483,"cocodrilo","crocodile",1.33,0.84,1.40,0.86,1.13,0.43,3.80,1.10,1.80,1.10,1
484,"codicia","greed",1.07,0.37,3.20,1.37,2.80,1.42,1.93,1.20,2.93,1.46,1
485,"código","code",1.50,0.94,1.53,0.90,1.40,0.86,1.67,1.03,1.23,0.68,1
486,"codo","elbow",1.33,0.66,1.37,0.81,1.30,0.75,1.30,0.65,1.27,0.64,1
487,"coito","intercourse",3.73,1.39,1.27,0.69,1.17,0.46,1.37,0.61,1.20,0.41,1
488,"cojo","lame",1.13,0.51,1.33,0.61,2.70,1.06,1.47,0.78,1.20,0.48,3
489,"cola","tail",1.50,1.11,1.63,1.03,1.43,0.97,1.13,0.43,1.23,0.63,1
490,"colaboración","collaboration",3.47,1.33,1.10,0.40,1.07,0.25,1.30,0.65,1.13,0.57,1
491,"colapso","collapse",1.13,0.43,2.63,1.25,2.27,1.17,2.77,1.25,1.50,0.90,1
492,"cólera","rage",1.00,0.00,3.97,1.38,2.57,1.19,2.50,1.57,2.20,1.42,1
493,"colibrí","hummingbird",2.83,1.23,1.13,0.43,1.10,0.40,1.20,0.48,1.33,0.84,1
494,"collar","necklace",2.93,1.39,1.00,0.00,1.17,0.46,1.07,0.25,1.03,0.18,1
495,"colonia","colony",3.37,1.19,1.23,0.82,1.43,0.90,1.20,0.48,1.70,0.99,1
496,"color","color",3.63,1.35,1.27,0.74,1.63,1.13,1.27,0.74,1.30,0.84,1
497,"columna","column",1.17,0.53,1.20,0.61,1.10,0.40,1.37,0.93,1.07,0.37,1
498,"columpio","swing",3.87,0.90,1.07,0.25,1.13,0.43,1.43,0.73,1.07,0.37,1
499,"coma","coma",1.17,0.46,1.50,1.04,2.13,1.61,2.00,1.41,1.07,0.25,1
500,"comadreja","weasel",1.93,1.23,1.20,0.55,1.27,0.58,1.87,0.90,1.77,1.01,1
501,"comadrona","midwife",2.83,1.42,1.45,1.02,1.45,1.02,2.10,1.52,1.72,1.07,1
502,"combinación","combination",1.97,0.96,1.40,0.67,1.40,0.72,1.60,0.72,1.47,0.78,1
503,"comedia","comedy",4.43,0.68,1.07,0.25,1.13,0.43,1.00,0.00,1.07,0.37,1
504,"comedor","dining room",2.73,1.26,1.10,0.55,1.27,0.58,1.17,0.46,1.33,0.71,1
505,"comer","eat",3.73,1.34,1.17,0.65,1.20,0.66,1.23,0.68,1.33,0.96,2
506,"comercio","trade",2.13,1.17,1.40,0.77,1.37,0.67,1.53,1.01,1.30,0.60,1
507,"cometa","comet",3.43,1.10,1.10,0.31,1.30,0.65,1.47,0.97,1.03,0.18,1
508,"comida","food",3.23,1.41,1.13,0.43,1.20,0.48,1.20,0.48,1.40,0.67,1
509,"comodidad","comfort",4.10,1.06,1.03,0.18,1.23,0.77,1.13,0.51,1.17,0.75,1
510,"compañero","partner",4.00,0.98,1.43,0.77,1.70,1.21,1.40,0.67,1.17,0.53,1
511,"compasión","compassion",1.97,1.33,1.57,0.77,2.80,1.30,1.23,0.43,1.20,0.48,1
512,"complejo","complex",1.43,0.94,2.20,1.32,2.57,1.50,2.63,1.45,2.17,1.46,3
513,"complicación","complication",1.57,0.94,2.83,1.29,2.93,1.14,3.43,1.33,1.87,1.20,1
514,"compositor","composer",3.27,1.31,1.27,0.83,1.37,0.72,1.23,0.77,1.20,0.76,1
515,"compositora","composer",3.30,0.95,1.27,0.83,1.27,0.58,1.33,0.76,1.07,0.37,1
516,"comprometido","engaged",2.73,1.44,1.27,0.78,1.33,0.84,1.93,0.98,1.10,0.40,1
517,"compromiso","commitment",2.73,1.20,1.53,1.17,1.70,1.32,2.57,1.36,1.43,1.01,1
518,"comunidad","community",2.37,1.27,1.23,0.57,1.17,0.38,1.47,0.73,1.10,0.31,1
519,"concentrado","concentrate",2.10,1.18,1.40,0.86,1.37,0.76,1.40,0.81,1.27,0.74,1
520,"concesionario","dealer",2.23,1.36,1.33,0.84,1.37,0.81,1.53,0.97,1.37,0.96,3
521,"conciencia","consciousness",3.00,1.20,1.87,1.33,2.17,1.37,2.03,1.19,1.73,1.23,1
522,"concurso","competition",3.60,1.25,1.53,1.04,1.43,0.86,2.63,1.35,1.20,0.48,1
523,"conde","count",1.47,0.97,1.93,1.23,1.50,0.78,1.50,0.90,2.07,1.31,1
524,"condenado","condemned",1.27,0.69,2.37,1.13,3.03,1.47,2.93,1.44,1.67,1.06,1
